"file","block","has_frontmatter","title","id","type","status","date","owner","authority","review_cycle","parents","h2","lines"
"04.04 Protocolo PAVIE TRACE.md","04","True","04.04 Protocolo PAVIE TRACE","pavie-04-04-protocolo-pavie-trace","protocolo_pavie_trace","vigente","2026-03-07","Fabio Mathias Pavie","protocolo_normativo_derivado","12 meses, com revisão extraordinária por falha de rastreabilidade, incidente crítico, mudança de taxonomia, alteração de stack, expansão relevante de automações, revisão do bloco 04 ou constatação de quebra de cadeia em ato material","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.00 Arquitetura Operacional do Sistema PAVIE | 03.01 Manual de Taxonomia, IDs e YAML | 03.02 Mapa de Processos do Escritório | 03.03 Biblioteca de SOPs, Checklists e Modelos Operacionais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Escopo do protocolo | 4. Fundamentos específicos do PAVIE TRACE","576"
"04.05 Política de Auditoria Contínua.md","04","True","04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle","pavie-04-05-politica-auditoria-continua-indicadores-testes-controle","politica_auditoria_continua_indicadores_testes_controle","vigente","2026-03-07","Fabio Mathias Pavie","politico_normativo_derivado","12 meses, com revisão extraordinária por incidente crítico, falha material de controle, quebra relevante de rastreabilidade, evento LGPD, incidente algorítmico relevante, aumento sensível de capacidade, alteração da stack, mudança estrutural do portfólio ou revisão do bloco 04","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.00 Arquitetura Operacional do Sistema PAVIE | 03.01 Manual de Taxonomia, IDs e YAML | 03.02 Mapa de Processos do Escritório | 03.03 Biblioteca de SOPs, Checklists e Modelos Operacionais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.04 Protocolo PAVIE TRACE","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Escopo da auditoria contínua | 4. Fundamentos específicos da política","580"
"04.06 Plano de Continuidade de Negóc.md","04","True","04.06 Plano de Continuidade de Negócios e Recuperação Operacional","pavie-04-06-plano-continuidade-negocios-recuperacao-operacional","plano_continuidade_negocios_recuperacao_operacional","vigente","2026-03-07","Fabio Mathias Pavie","plano_normativo_derivado","12 meses, com revisão extraordinária por incidente crítico, perda material de disponibilidade, falha de backup, indisponibilidade prolongada, mudança relevante da stack, aumento relevante de capacidade, novo fornecedor crítico, alteração de portfólio ou lição aprendida decorrente de crise","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.00 Arquitetura Operacional do Sistema PAVIE | 03.01 Manual de Taxonomia, IDs e YAML | 03.02 Mapa de Processos do Escritório | 03.03 Biblioteca de SOPs, Checklists e Modelos Operacionais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.04 Protocolo PAVIE TRACE | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Conceitos operacionais essenciais | 4. Fundamentos específicos do plano","566"
"04.07 Política de Diligência Reforça.md","04","True","04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD","pavie-04-07-politica-diligencia-reforcada-kyc-kye-kyp-kys-pld","politica_diligencia_reforcada_kyc_kye_kyp_kys_pld","vigente","2026-03-07","Fabio Mathias Pavie","politica_normativa_derivada","12 meses, com revisão extraordinária por incidente material, mudança relevante no portfólio, novo parceiro crítico, alteração de forma de contratação, evento reputacional relevante, fragilidade detectada na triagem ou revisão do bloco 04","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.04 Protocolo PAVIE TRACE | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle | 04.06 Plano de Continuidade de Negócios e Recuperação Operacional","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da política | 4. Objetivos permanentes da política","445"
"04.08 Política de Resposta a Inciden.md","04","True","04.08 Política de Resposta a Incidentes de Conformidade","pavie-04-08-politica-resposta-incidentes-conformidade","politica_resposta_incidentes_conformidade","vigente","2026-03-07","Fabio Mathias Pavie","politica_normativa_derivada","12 meses, com revisão extraordinária por incidente crítico, evento LGPD relevante, quebra material de rastreabilidade, falha algorítmica relevante, evento reputacional sensível, recorrência de incidentes ou revisão do bloco 04","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.04 Protocolo PAVIE TRACE | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle | 04.06 Plano de Continuidade de Negócios e Recuperação Operacional | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Conceito de incidente de conformidade | 4. Fundamentos específicos da política","494"
"04.09 Manual de Controles por Esteir.md","04","True","04.09 Manual de Controles por Esteira","pavie-04-09-manual-controles-por-esteira","manual_controles_por_esteira","vigente","2026-03-07","Fabio Mathias Pavie","manual_normativo_derivado","12 meses, com revisão extraordinária por mudança relevante de fluxo, falha material de controle, alteração de stack, novo risco institucional, incidente crítico, redesign de esteira ou revisão do bloco 04","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.00 Arquitetura Operacional do Sistema PAVIE | 03.01 Manual de Taxonomia, IDs e YAML | 03.02 Mapa de Processos do Escritório | 03.03 Biblioteca de SOPs, Checklists e Modelos Operacionais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.04 Protocolo PAVIE TRACE | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle | 04.06 Plano de Continuidade de Negócios e Recuperação Operacional | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Estrutura institucional de um controle | 4. Classificação dos controles","410"
"04.10 Painel Executivo de Integridad.md","04","True","04.10 Painel Executivo de Integridade por Esteira","pavie-04-10-painel-executivo-integridade-por-esteira","painel_executivo_integridade_por_esteira","vigente","2026-03-07","Fabio Mathias Pavie","instrumento_executivo_derivado","12 meses, com revisão extraordinária por redesign de esteira, alteração de indicadores críticos, falha material de leitura executiva, incidente relevante do bloco 04 ou atualização do 04.05 e do 04.09","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.00 Arquitetura Operacional do Sistema PAVIE | 03.01 Manual de Taxonomia, IDs e YAML | 03.02 Mapa de Processos do Escritório | 03.03 Biblioteca de SOPs, Checklists e Modelos Operacionais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.04 Protocolo PAVIE TRACE | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle | 04.06 Plano de Continuidade de Negócios e Recuperação Operacional | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade | 04.09 Manual de Controles por Esteira","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos do painel | 4. Objetivos permanentes do painel","449"
"05.00 Portfólio Jurídico e Entrega d.md","05","True","05.00 Portfólio Jurídico e Entrega de Valor","pavie-05-00-portfolio-juridico-entrega-valor","politica_portfolio_juridico_entrega_valor","vigente","2026-03-07","Fabio Mathias Pavie","documento_mestre_de_bloco","12 meses, com revisão extraordinária por mudança relevante de portfólio, saturação de capacidade, alteração estratégica do bloco 01, perda de aderência econômica, novo subnicho relevante, mudança regulatória material ou evento reputacional que exija reposicionamento","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.02 Política de Delegação e Supervisão | 02.03 Regimento de Decisões Estruturais | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.00 Arquitetura Operacional do Sistema PAVIE | 03.01 Manual de Taxonomia, IDs e YAML | 03.02 Mapa de Processos do Escritório | 03.03 Biblioteca de SOPs, Checklists e Modelos Operacionais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.01 Matriz de Riscos Institucionais | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.04 Protocolo PAVIE TRACE | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle | 04.06 Plano de Continuidade de Negócios e Recuperação Operacional | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos do portfólio | 4. Objetivos permanentes do bloco 05","453"
"05.01 Mapa Oficial de Frentes, Áreas.md","05","True","05.01 Mapa Oficial de Frentes, Áreas e Subnichos","pavie-05-01-mapa-oficial-frentes-areas-subnichos","mapa_oficial_frentes_areas_subnichos","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por mudança relevante de foco, capacidade, mix, reputação, saturação de agenda, nova frente relevante ou reclassificação estratégica do 01.03","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 05.00 Portfólio Jurídico e Entrega de Valor","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Regras de leitura do mapa | 4. Mapa oficial consolidado das frentes","488"
"05.02 Catálogo de Produtos Jurídicos.md","05","True","05.02 Catálogo de Produtos Jurídicos e Classes de Serviço","pavie-05-02-catalogo-produtos-juridicos-classes-servico","catalogo_produtos_juridicos_classes_servico","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por criação ou retirada de produto, mudança relevante de foco, saturação operacional, alteração do mix estratégico, revisão do 05.00 ou do 05.01, ou necessidade de reorganização comercial do bloco 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Regras estruturais do catálogo | 4. Classes oficiais de serviço da PAVIE","486"
"05.03 Critérios de Aceitação, Recusa, Encaminhame.md","05","True","05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização","pavie-05-03-criterios-aceitacao-recusa-encaminhamento-despriorizacao","politica_aceitacao_recusa_encaminhamento_despriorizacao","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por mudança relevante de portfólio, saturação de capacidade, recorrência de recusas mal classificadas, aumento de exceções, incidente reputacional, mudança regulatória material ou revisão do bloco 05","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 04.06 Plano de Continuidade de Negócios e Recuperação Operacional | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da decisão de entrada | 4. Objetivos permanentes deste documento","470"
"05.04 Matriz de Complexidade, Escopo.md","05","True","05.04 Matriz de Complexidade, Escopo e Precificação-Base","pavie-05-04-matriz-complexidade-escopo-precificacao-base","matriz_complexidade_escopo_precificacao_base","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por mudança relevante de portfólio, saturação de capacidade, alteração do posicionamento comercial, variação significativa de custos estruturais, mudança relevante do mix de produtos, distorção recorrente entre preço e esforço ou revisão do bloco 05","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da precificação na PAVIE | 4. Objetivos permanentes desta matriz","514"
"05.05 Padrões de Entregáveis, Evidên.md","05","True","05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente","pavie-05-05-padroes-entregaveis-evidencias-experiencia-cliente","padroes_entregaveis_evidencias_experiencia_cliente","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por mudança relevante de portfólio, alteração relevante dos produtos do 05.02, aumento de incidentes de comunicação, recorrência de dúvidas sobre escopo/entrega, falha de prova de execução, ou revisão dos blocos 03, 04 ou 05","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 04.04 Protocolo PAVIE TRACE | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da entrega na PAVIE | 4. Objetivos permanentes deste documento","562"
"05.06 Política de Propostas, Pacotes.md","05","True","05.06 Política de Propostas, Pacotes e Arranjos de Serviço","pavie-05-06-politica-propostas-pacotes-arranjos-servico","politica_propostas_pacotes_arranjos_servico","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por mudança relevante de portfólio, recorrência de atritos de proposta, aumento de retrabalho comercial, falhas de conversão por confusão de escopo, alteração relevante do 05.02 ao 05.05, ou reorganização do bloco 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos das propostas da PAVIE | 4. Objetivos permanentes desta política","564"
"05.07 Regime de Casos Estratégic .md","05","True","05.07 Regime de Casos Estratégicos, Exceções e Matérias Satélite","pavie-05-07-regime-casos-estrategicos-excecoes-materias-satelite","regime_casos_estrategicos_excecoes_materias_satelite","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","12 meses, com revisão extraordinária por aumento de exceções, saturação relevante de agenda, entrada recorrente de matérias satélite, incidente reputacional, revisão do 01.03 ou do bloco 05, ou necessidade de recalibrar a disciplina de foco","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 02.03 Regimento de Decisões Estruturais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Conceitos estruturais | 4. Fundamentos específicos do regime","427"
"05.08 Protocolo de Revisão Periódica.md","05","True","05.08 Protocolo de Revisão Periódica do Portfólio","pavie-05-08-protocolo-revisao-periodica-portfolio","protocolo_revisao_periodica_portfolio","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_05","ciclo trimestral sintético e ciclo anual estrutural, com revisão extraordinária por saturação relevante, aumento de exceções, distorção de mix, incidente reputacional, queda persistente de aderência econômica, mudança de capacidade, alteração do posicionamento ou revisão do bloco 01","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.03 Regimento de Decisões Estruturais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.05 Política de Auditoria Contínua, Indicadores e Testes de Controle | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço | 05.07 Regime de Casos Estratégicos, Exceções e Matérias Satélite","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da revisão de portfólio | 4. Objetivos permanentes deste protocolo","457"
